,id,country,date,individuals,centroid_lon,centroid_lat,lat_max,lon_max,lan_min,lon_min,source
146,Poland_2022-05-29,Poland,2022-05-29,3627178,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
147,Hungary_2022-05-29,Hungary,2022-05-29,682594,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
148,Republic of Moldova_2022-05-29,Republic of Moldova,2022-05-29,479513,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
149,Slovakia_2022-05-29,Slovakia,2022-05-29,461164,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
150,Belarus_2022-05-29,Belarus,2022-05-29,16552,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
151,Poland_2022-05-27,Poland,2022-05-27,3581612,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
152,Hungary_2022-05-27,Hungary,2022-05-27,671463,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
153,Romania_2022-05-27,Romania,2022-05-27,563569,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
154,Republic of Moldova_2022-05-27,Republic of Moldova,2022-05-27,477637,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
155,Slovakia_2022-05-27,Slovakia,2022-05-27,454961,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
156,Poland_2022-05-26,Poland,2022-05-26,3559394,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
157,Russian Federation_2022-05-26,Russian Federation,2022-05-26,971417,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
158,Hungary_2022-05-26,Hungary,2022-05-26,665533,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
159,Romania_2022-05-26,Romania,2022-05-26,559378,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
160,Republic of Moldova_2022-05-26,Republic of Moldova,2022-05-26,476290,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
161,Slovakia_2022-05-26,Slovakia,2022-05-26,451850,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
162,Belarus_2022-05-26,Belarus,2022-05-26,16549,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
163,Russian Federation_2022-05-25,Russian Federation,2022-05-25,958060,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
164,Hungary_2022-05-25,Hungary,2022-05-25,660192,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
165,Romania_2022-05-25,Romania,2022-05-25,554906,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
166,Republic of Moldova_2022-05-25,Republic of Moldova,2022-05-25,475011,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
167,Slovakia_2022-05-25,Slovakia,2022-05-25,449509,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
168,Belarus_2022-05-25,Belarus,2022-05-25,16547,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
169,Poland_2022-05-24,Poland,2022-05-24,3544995,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
170,Russian Federation_2022-05-24,Russian Federation,2022-05-24,945007,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
171,Hungary_2022-05-24,Hungary,2022-05-24,654664,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
172,Romania_2022-05-24,Romania,2022-05-24,550240,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
173,Republic of Moldova_2022-05-24,Republic of Moldova,2022-05-24,473690,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
174,Slovakia_2022-05-24,Slovakia,2022-05-24,446755,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
175,Poland_2022-05-23,Poland,2022-05-23,3524205,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
176,Russian Federation_2022-05-23,Russian Federation,2022-05-23,932220,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
177,Hungary_2022-05-23,Hungary,2022-05-23,649352,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
178,Romania_2022-05-23,Romania,2022-05-23,545845,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
179,Republic of Moldova_2022-05-23,Republic of Moldova,2022-05-23,472377,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
180,Slovakia_2022-05-23,Slovakia,2022-05-23,444368,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
181,Poland_2022-05-22,Poland,2022-05-22,3505890,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
182,Russian Federation_2022-05-22,Russian Federation,2022-05-22,919934,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
183,Hungary_2022-05-22,Hungary,2022-05-22,644474,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
184,Romania_2022-05-22,Romania,2022-05-22,541826,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
185,Republic of Moldova_2022-05-22,Republic of Moldova,2022-05-22,471223,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
186,Slovakia_2022-05-22,Slovakia,2022-05-22,442316,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
187,Poland_2022-05-20,Poland,2022-05-20,3463320,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
188,Hungary_2022-05-20,Hungary,2022-05-20,633219,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
189,Republic of Moldova_2022-05-20,Republic of Moldova,2022-05-20,468998,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
190,Slovakia_2022-05-20,Slovakia,2022-05-20,435660,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
191,Poland_2022-05-19,Poland,2022-05-19,3439857,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
192,Russian Federation_2022-05-19,Russian Federation,2022-05-19,887651,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
193,Hungary_2022-05-19,Hungary,2022-05-19,626548,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
194,Romania_2022-05-19,Romania,2022-05-19,527853,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
195,Republic of Moldova_2022-05-19,Republic of Moldova,2022-05-19,467636,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
196,Slovakia_2022-05-19,Slovakia,2022-05-19,432502,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
197,Poland_2022-05-18,Poland,2022-05-18,3418077,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
198,Russian Federation_2022-05-18,Russian Federation,2022-05-18,875597,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
199,Hungary_2022-05-18,Hungary,2022-05-18,620846,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
200,Romania_2022-05-18,Romania,2022-05-18,523177,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
201,Republic of Moldova_2022-05-18,Republic of Moldova,2022-05-18,466406,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
202,Slovakia_2022-05-18,Slovakia,2022-05-18,429705,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
203,Russian Federation_2022-05-17,Russian Federation,2022-05-17,863086,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
204,Poland_2022-05-17,Poland,2022-05-17,3396792,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
205,Hungary_2022-05-17,Hungary,2022-05-17,615256,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
206,Romania_2022-05-17,Romania,2022-05-17,517773,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
207,Republic of Moldova_2022-05-17,Republic of Moldova,2022-05-17,465435,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
208,Slovakia_2022-05-17,Slovakia,2022-05-17,426605,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
209,Poland_2022-05-16,Poland,2022-05-16,3376992,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
210,Russian Federation_2022-05-16,Russian Federation,2022-05-16,850534,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
211,Hungary_2022-05-16,Hungary,2022-05-16,610076,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
212,Romania_2022-05-16,Romania,2022-05-16,513613,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
213,Republic of Moldova_2022-05-16,Republic of Moldova,2022-05-16,464294,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
214,Slovakia_2022-05-16,Slovakia,2022-05-16,424027,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
215,Poland_2022-05-15,Poland,2022-05-15,3357984,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
216,Russian Federation_2022-05-15,Russian Federation,2022-05-15,838434,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
217,Hungary_2022-05-15,Hungary,2022-05-15,605628,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
218,Romania_2022-05-15,Romania,2022-05-15,509457,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
219,Republic of Moldova_2022-05-15,Republic of Moldova,2022-05-15,463348,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
220,Slovakia_2022-05-15,Slovakia,2022-05-15,421662,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
221,Poland_2022-05-13,Poland,2022-05-13,3315711,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
222,Hungary_2022-05-13,Hungary,2022-05-13,594664,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
223,Republic of Moldova_2022-05-13,Republic of Moldova,2022-05-13,461742,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
224,Slovakia_2022-05-13,Slovakia,2022-05-13,415402,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
225,Poland_2022-05-12,Poland,2022-05-12,3294723,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
226,Russian Federation_2022-05-12,Russian Federation,2022-05-12,800104,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
227,Hungary_2022-05-12,Hungary,2022-05-12,588736,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
228,Romania_2022-05-12,Romania,2022-05-12,496241,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
229,Republic of Moldova_2022-05-12,Republic of Moldova,2022-05-12,460782,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
230,Slovakia_2022-05-12,Slovakia,2022-05-12,412345,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
231,Belarus_2022-05-12,Belarus,2022-05-12,27308,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
232,Poland_2022-05-11,Poland,2022-05-11,3272943,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
233,Russian Federation_2022-05-11,Russian Federation,2022-05-11,785348,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
234,Hungary_2022-05-11,Hungary,2022-05-11,583066,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
235,Romania_2022-05-11,Romania,2022-05-11,491967,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
236,Republic of Moldova_2022-05-11,Republic of Moldova,2022-05-11,459546,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
237,Slovakia_2022-05-11,Slovakia,2022-05-11,409527,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
238,Belarus_2022-05-11,Belarus,2022-05-11,27308,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
239,Russian Federation_2022-05-10,Russian Federation,2022-05-10,772121,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
240,Slovakia_2022-05-10,Slovakia,2022-05-10,406833,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
241,Poland_2022-05-10,Poland,2022-05-10,3251955,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
242,Hungary_2022-05-10,Hungary,2022-05-10,577820,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
243,Romania_2022-05-10,Romania,2022-05-10,487279,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
244,Republic of Moldova_2022-05-10,Republic of Moldova,2022-05-10,458242,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
245,Belarus_2022-05-10,Belarus,2022-05-10,27108,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
246,Poland_2022-05-09,Poland,2022-05-09,3234036,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
247,Hungary_2022-05-09,Hungary,2022-05-09,572760,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
248,Romania_2022-05-09,Romania,2022-05-09,482975,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
249,Republic of Moldova_2022-05-09,Republic of Moldova,2022-05-09,457066,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
250,Slovakia_2022-05-09,Slovakia,2022-05-09,404463,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
251,Belarus_2022-05-09,Belarus,2022-05-09,26985,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
252,Poland_2022-05-08,Poland,2022-05-08,3217206,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
253,Hungary_2022-05-08,Hungary,2022-05-08,568630,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
254,Romania_2022-05-08,Romania,2022-05-08,480064,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
255,Republic of Moldova_2022-05-08,Republic of Moldova,2022-05-08,456947,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
256,Slovakia_2022-05-08,Slovakia,2022-05-08,402332,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
257,Poland_2022-05-06,Poland,2022-05-06,3167805,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
258,Russian Federation_2022-05-06,Russian Federation,2022-05-06,739418,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
259,Hungary_2022-05-06,Hungary,2022-05-06,557001,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
260,Republic of Moldova_2022-05-06,Republic of Moldova,2022-05-06,453848,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
261,Belarus_2022-05-06,Belarus,2022-05-06,26278,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
262,Poland_2022-05-05,Poland,2022-05-05,3143550,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
263,Russian Federation_2022-05-05,Russian Federation,2022-05-05,727712,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
264,Hungary_2022-05-05,Hungary,2022-05-05,551010,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
265,Romania_2022-05-05,Romania,2022-05-05,465217,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
266,Republic of Moldova_2022-05-05,Republic of Moldova,2022-05-05,452038,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
267,Slovakia_2022-05-05,Slovakia,2022-05-05,391592,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
268,Belarus_2022-05-05,Belarus,2022-05-05,26149,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
269,Poland_2022-05-04,Poland,2022-05-04,3119196,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
270,Russian Federation_2022-05-04,Russian Federation,2022-05-04,714713,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
271,Hungary_2022-05-04,Hungary,2022-05-04,545311,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
272,Romania_2022-05-04,Romania,2022-05-04,463816,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
273,Republic of Moldova_2022-05-04,Republic of Moldova,2022-05-04,450797,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
274,Slovakia_2022-05-04,Slovakia,2022-05-04,388282,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
275,Poland_2022-05-03,Poland,2022-05-03,3094446,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
276,Russian Federation_2022-05-03,Russian Federation,2022-05-03,703523,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
277,Romania_2022-05-03,Romania,2022-05-03,458654,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
278,Republic of Moldova_2022-05-03,Republic of Moldova,2022-05-03,449605,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
279,Slovakia_2022-05-03,Slovakia,2022-05-03,385284,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
280,Belarus_2022-05-03,Belarus,2022-05-03,25852,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
281,Poland_2022-05-02,Poland,2022-05-02,3075240,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
282,Hungary_2022-05-02,Hungary,2022-05-02,539821,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
283,Romania_2022-05-02,Romania,2022-05-02,451070,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
284,Republic of Moldova_2022-05-02,Republic of Moldova,2022-05-02,448170,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
285,Slovakia_2022-05-02,Slovakia,2022-05-02,382024,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
286,Poland_2022-05-01,Poland,2022-05-01,3056826,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
287,Russian Federation_2022-04-30,Russian Federation,2022-04-30,681156,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
288,Hungary_2022-05-01,Hungary,2022-05-01,530157,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
289,Republic of Moldova_2022-05-01,Republic of Moldova,2022-05-01,447604,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
290,Romania_2022-04-30,Romania,2022-04-30,443767,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
291,Slovakia_2022-05-01,Slovakia,2022-05-01,379447,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
292,Poland_2022-04-29,Poland,2022-04-29,3014157,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
293,Hungary_2022-04-29,Hungary,2022-04-29,519979,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
294,Republic of Moldova_2022-04-29,Republic of Moldova,2022-04-29,443559,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
295,Romania_2022-04-29,Romania,2022-04-29,437633,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
296,Slovakia_2022-04-29,Slovakia,2022-04-29,371918,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
297,Poland_2022-04-28,Poland,2022-04-28,2992575,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
298,Russian Federation_2022-04-28,Russian Federation,2022-04-28,656381,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
299,Hungary_2022-04-28,Hungary,2022-04-28,513848,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
300,Republic of Moldova_2022-04-28,Republic of Moldova,2022-04-28,441437,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
301,Romania_2022-04-28,Romania,2022-04-28,432592,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
302,Slovakia_2022-04-28,Slovakia,2022-04-28,367904,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
303,Belarus_2022-04-28,Belarus,2022-04-28,25002,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
304,Poland_2022-04-27,Poland,2022-04-27,2968716,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
305,Russian Federation_2022-04-27,Russian Federation,2022-04-27,641752,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
306,Hungary_2022-04-27,Hungary,2022-04-27,507849,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
307,Republic of Moldova_2022-04-27,Republic of Moldova,2022-04-27,439290,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
308,Romania_2022-04-27,Romania,2022-04-27,426450,25.3,45.8667,52.8667,32.3,38.8667,18.3,0
309,Slovakia_2022-04-27,Slovakia,2022-04-27,363940,19.4864,48.7062,55.7062,26.4864,41.7062,12.4864,0
310,Belarus_2022-04-27,Belarus,2022-04-27,24857,28.0463,53.5384,57.838933546403,33.727940625,48.496893952144,21.0463,0
311,Poland_2022-04-26,Poland,2022-04-26,2944164,19.4013,52.1224,55.469505777204,26.4013,48.02154911827,12.4013,0
312,Russian Federation_2022-04-26,Russian Federation,2022-04-26,627512,38.1556078125,51.488850139616,59.067055102908,36.958297741264,54.998769388622,31.669526312692,0
313,Hungary_2022-04-26,Hungary,2022-04-26,502142,19.4131,47.1672,54.1672,26.58888125,43.760060981758,12.4131,0
314,Republic of Moldova_2022-04-26,Republic of Moldova,2022-04-26,437362,28.4646,47.1976,49.019638429728,31.685303125,45.044273452589,25.068115625,0
